zone,dron,blok,t_dilim_blok_ici,t_dakika_global,hex,risk,max_interval_dk
S2,D10,5,0,480,H2051,5.65,246.52173913043475
S2,D10,6,0,600,H2057,5.65,246.52173913043475
S2,D10,8,0,840,H1889,5.65,246.52173913043475
S2,D10,10,0,1080,H2351,4.75,270.0
S2,D11,1,1,10,H1607,5.5,250.43478260869563
S2,D11,1,2,20,H2123,5.05,262.17391304347825
S2,D11,1,3,30,H1667,4.9,266.0869565217391
S2,D11,2,6,180,H1799,3.1,313.04347826086956
S2,D11,2,8,200,H1511,5.05,262.17391304347825
S2,D11,2,10,220,H1919,4.6,273.9130434782609
S2,D11,5,0,480,H1661,5.2,258.2608695652174
S2,D11,6,0,600,H1643,5.35,254.3478260869565
S2,D11,7,0,720,H1511,5.05,262.17391304347825
S2,D11,8,0,840,H2153,5.65,246.52173913043475
S2,D11,9,0,960,H1697,5.8,242.6086956521739
S2,D11,10,0,1080,H2219,4.6,273.9130434782609
S2,D12,1,0,0,H1511,5.05,262.17391304347825
S2,D12,1,1,10,H2021,5.5,250.43478260869563
S2,D12,1,2,20,H2219,4.6,273.9130434782609
S2,D12,1,3,30,H1739,4.75,270.0
S2,D12,2,0,120,H2003,7.45,199.56521739130432
S2,D12,2,6,180,H1853,2.5,328.695652173913
S2,D12,2,8,200,H1901,1.3,360.0
S2,D12,2,10,220,H1967,2.5,328.695652173913
S2,D12,3,0,240,H2003,7.45,199.56521739130432
S2,D12,3,2,260,H1895,2.65,324.78260869565213
S2,D12,4,0,360,H2147,4.3,281.7391304347826
S2,D12,5,0,480,H2123,5.05,262.17391304347825
S2,D12,6,0,600,H1739,4.75,270.0
S2,D12,7,0,720,H2351,4.75,270.0
S2,D12,8,0,840,H1511,5.05,262.17391304347825
S2,D12,9,0,960,H1619,5.35,254.3478260869565
S2,D12,10,0,1080,H1793,4.6,273.9130434782609
S2,D12,11,0,1200,H2453,4.45,277.82608695652175
S2,D12,12,0,1320,H2015,4.6,273.9130434782609
S2,D12,12,2,1340,H1781,2.95,316.95652173913044
S3,D1,1,1,10,H2465,5.8,242.6086956521739
S3,D1,1,2,20,H2573,6.55,223.04347826086956
S3,D1,1,3,30,H2873,6.25,230.86956521739128
S3,D1,1,4,40,H3383,5.35,254.3478260869565
S3,D1,1,5,50,H3287,5.2,258.2608695652174
S3,D1,1,6,60,H2369,5.35,254.3478260869565
S3,D1,1,8,80,H2579,5.8,242.6086956521739
S3,D1,1,10,100,H2669,5.8,242.6086956521739
S3,D1,2,1,130,H2573,6.55,223.04347826086956
S3,D1,2,2,140,H2471,6.1,234.78260869565216
S3,D1,2,3,150,H2573,6.55,223.04347826086956
S3,D1,2,4,160,H2573,6.55,223.04347826086956
S3,D1,2,5,170,H2573,6.55,223.04347826086956
S3,D1,2,6,180,H2471,6.1,234.78260869565216
S3,D1,2,7,190,H2573,6.55,223.04347826086956
S3,D1,2,8,200,H2573,6.55,223.04347826086956
S3,D1,2,9,210,H2573,6.55,223.04347826086956
S3,D1,2,11,230,H2273,5.35,254.3478260869565
S3,D1,3,1,250,H3209,4.9,266.0869565217391
S3,D1,3,2,260,H3509,4.45,277.82608695652175
S3,D1,3,6,300,H2675,6.55,223.04347826086956
S3,D1,3,8,320,H3113,6.1,234.78260869565216
S3,D1,3,10,340,H2765,5.35,254.3478260869565
S3,D1,4,2,380,H3395,5.65,246.52173913043475
S3,D1,4,6,420,H2873,6.25,230.86956521739128
S3,D1,5,1,490,H3377,4.9,266.0869565217391
S3,D1,5,4,520,H2873,6.25,230.86956521739128
S3,D1,5,6,540,H2471,6.1,234.78260869565216
S3,D1,5,7,550,H2573,6.55,223.04347826086956
S3,D1,5,8,560,H2573,6.55,223.04347826086956
S3,D1,5,10,580,H3185,6.1,234.78260869565216
S3,D1,6,1,610,H2561,4.45,277.82608695652175
S3,D1,6,2,620,H2279,5.35,254.3478260869565
S3,D1,6,4,640,H2873,6.25,230.86956521739128
S3,D1,6,6,660,H2981,5.35,254.3478260869565
S3,D1,6,7,670,H2675,6.55,223.04347826086956
S3,D1,7,1,730,H2375,5.35,254.3478260869565
S3,D1,7,2,740,H2465,5.8,242.6086956521739
S3,D1,7,4,760,H2657,4.75,270.0
S3,D1,7,5,770,H3479,5.35,254.3478260869565
S3,D1,7,6,780,H2369,5.35,254.3478260869565
S3,D1,7,7,790,H2573,6.55,223.04347826086956
S3,D1,7,9,810,H3491,5.35,254.3478260869565
S3,D1,7,10,820,H2471,6.1,234.78260869565216
S3,D1,8,1,850,H2273,5.35,254.3478260869565
S3,D1,8,2,860,H2675,6.55,223.04347826086956
S3,D1,8,4,880,H2675,6.55,223.04347826086956
S3,D1,8,6,900,H3311,5.65,246.52173913043475
S3,D1,8,7,910,H2675,6.55,223.04347826086956
S3,D1,8,9,930,H2579,5.8,242.6086956521739
S3,D1,9,1,970,H2975,5.65,246.52173913043475
S3,D1,9,3,990,H2573,6.55,223.04347826086956
S3,D1,9,4,1000,H2669,5.8,242.6086956521739
S3,D1,9,6,1020,H3089,5.65,246.52173913043475
S3,D1,9,7,1030,H2081,4.0,289.5652173913043
S3,D1,9,8,1040,H2765,5.35,254.3478260869565
S3,D1,9,9,1050,H3089,5.65,246.52173913043475
S3,D1,10,6,1140,H3473,4.9,266.0869565217391
S3,D1,10,8,1160,H3173,5.35,254.3478260869565
S3,D1,10,10,1180,H3377,4.9,266.0869565217391
S3,D1,11,4,1240,H2489,3.4,305.2173913043478
S3,D1,11,6,1260,H3275,5.35,254.3478260869565
S3,D1,11,8,1280,H3071,4.9,266.0869565217391
S3,D1,12,8,1400,H2663,4.9,266.0869565217391
S3,D1,12,10,1420,H2387,4.9,266.0869565217391
S3,D2,1,1,10,H2579,5.8,242.6086956521739
S3,D2,1,2,20,H3185,6.1,234.78260869565216
S3,D2,1,3,30,H3497,5.35,254.3478260869565
S3,D2,1,4,40,H3281,5.35,254.3478260869565
S3,D2,1,5,50,H2789,5.2,258.2608695652174
S3,D2,1,6,60,H2189,5.35,254.3478260869565
S3,D2,1,8,80,H2279,5.35,254.3478260869565
S3,D2,1,10,100,H2465,5.8,242.6086956521739
S3,D2,2,1,130,H2471,6.1,234.78260869565216
S3,D2,2,2,140,H2783,5.8,242.6086956521739
S3,D2,2,3,150,H2471,6.1,234.78260869565216
S3,D2,2,4,160,H3113,6.1,234.78260869565216
S3,D2,2,5,170,H3317,5.65,246.52173913043475
S3,D2,2,6,180,H2783,5.8,242.6086956521739
S3,D2,2,7,190,H3113,6.1,234.78260869565216
S3,D2,2,8,200,H3113,6.1,234.78260869565216
S3,D2,2,9,210,H2471,6.1,234.78260869565216
S3,D2,2,11,230,H3179,5.35,254.3478260869565
S3,D2,3,1,250,H3107,4.9,266.0869565217391
S3,D2,3,3,270,H3407,5.2,258.2608695652174
S3,D2,3,4,280,H2279,5.35,254.3478260869565
S3,D2,3,6,300,H3311,5.65,246.52173913043475
S3,D2,3,10,340,H3275,5.35,254.3478260869565
S3,D2,4,2,380,H2789,5.2,258.2608695652174
S3,D2,4,4,400,H2783,5.8,242.6086956521739
S3,D2,4,6,420,H2981,5.35,254.3478260869565
S3,D2,4,8,440,H2669,5.8,242.6086956521739
S3,D2,4,10,460,H3383,5.35,254.3478260869565
S3,D2,5,1,490,H3209,4.9,266.0869565217391
S3,D2,5,2,500,H2867,5.35,254.3478260869565
S3,D2,5,7,550,H2873,6.25,230.86956521739128
S3,D2,5,8,560,H2669,5.8,242.6086956521739
S3,D2,5,10,580,H3107,4.9,266.0869565217391
S3,D2,5,11,590,H2483,2.95,316.95652173913044
S3,D2,6,1,610,H2687,2.95,316.95652173913044
S3,D2,6,2,620,H2189,5.35,254.3478260869565
S3,D2,6,4,640,H3185,6.1,234.78260869565216
S3,D2,6,7,670,H2471,6.1,234.78260869565216
S3,D2,6,9,690,H2675,6.55,223.04347826086956
S3,D2,7,1,730,H3173,5.35,254.3478260869565
S3,D2,7,3,750,H3281,5.35,254.3478260869565
S3,D2,7,4,760,H3509,4.45,277.82608695652175
S3,D2,7,6,780,H3179,5.35,254.3478260869565
S3,D2,7,8,800,H2675,6.55,223.04347826086956
S3,D2,7,10,820,H2273,5.35,254.3478260869565
S3,D2,8,1,850,H3191,4.9,266.0869565217391
S3,D2,8,2,860,H3011,5.35,254.3478260869565
S3,D2,8,4,880,H2789,5.2,258.2608695652174
S3,D2,8,6,900,H2663,4.9,266.0869565217391
S3,D2,8,8,920,H2573,6.55,223.04347826086956
S3,D2,8,10,940,H3317,5.65,246.52173913043475
S3,D2,9,2,980,H3089,5.65,246.52173913043475
S3,D2,9,4,1000,H2189,5.35,254.3478260869565
S3,D2,9,8,1040,H2567,5.35,254.3478260869565
S3,D2,9,10,1060,H2459,3.4,305.2173913043478
S3,D2,10,6,1140,H2987,4.9,266.0869565217391
S3,D2,11,4,1240,H3089,5.65,246.52173913043475
S3,D2,12,6,1380,H3491,5.35,254.3478260869565
S3,D2,12,8,1400,H3011,5.35,254.3478260869565
S3,D2,12,10,1420,H3299,4.9,266.0869565217391
S3,D3,1,1,10,H3395,5.65,246.52173913043475
S3,D3,1,2,20,H3173,5.35,254.3478260869565
S3,D3,1,3,30,H2189,5.35,254.3478260869565
S3,D3,1,4,40,H2897,4.9,266.0869565217391
S3,D3,1,5,50,H2891,5.2,258.2608695652174
S3,D3,1,6,60,H3077,4.9,266.0869565217391
S3,D3,1,8,80,H2273,5.35,254.3478260869565
S3,D3,1,10,100,H3317,5.65,246.52173913043475
S3,D3,2,1,130,H2975,5.65,246.52173913043475
S3,D3,2,2,140,H3311,5.65,246.52173913043475
S3,D3,2,3,150,H3113,6.1,234.78260869565216
S3,D3,2,4,160,H3185,6.1,234.78260869565216
S3,D3,2,5,170,H2975,5.65,246.52173913043475
S3,D3,2,6,180,H2975,5.65,246.52173913043475
S3,D3,2,7,190,H2783,5.8,242.6086956521739
S3,D3,2,8,200,H3185,6.1,234.78260869565216
S3,D3,2,9,210,H2783,5.8,242.6086956521739
S3,D3,2,11,230,H2279,5.35,254.3478260869565
S3,D3,3,1,250,H3299,4.9,266.0869565217391
S3,D3,3,3,270,H2891,5.2,258.2608695652174
S3,D3,3,4,280,H3071,4.9,266.0869565217391
S3,D3,3,6,300,H3503,5.65,246.52173913043475
S3,D3,3,8,320,H3089,5.65,246.52173913043475
S3,D3,3,10,340,H3407,5.2,258.2608695652174
S3,D3,4,4,400,H2381,4.9,266.0869565217391
S3,D3,4,8,440,H2189,5.35,254.3478260869565
S3,D3,5,1,490,H2993,4.75,270.0
S3,D3,5,2,500,H2969,4.9,266.0869565217391
S3,D3,5,4,520,H2471,6.1,234.78260869565216
S3,D3,5,6,540,H2783,5.8,242.6086956521739
S3,D3,5,8,560,H3311,5.65,246.52173913043475
S3,D3,6,2,620,H2897,4.9,266.0869565217391
S3,D3,6,4,640,H2783,5.8,242.6086956521739
S3,D3,6,6,660,H3275,5.35,254.3478260869565
S3,D3,6,8,680,H3113,6.1,234.78260869565216
S3,D3,6,10,700,H2873,6.25,230.86956521739128
S3,D3,7,1,730,H2663,4.9,266.0869565217391
S3,D3,7,5,770,H2909,4.9,266.0869565217391
S3,D3,8,1,850,H2291,2.5,328.695652173913
S3,D3,8,2,860,H2867,5.35,254.3478260869565
S3,D3,8,4,880,H3485,4.9,266.0869565217391
S3,D3,8,6,900,H3509,4.45,277.82608695652175
S3,D3,8,8,920,H2675,6.55,223.04347826086956
S3,D3,8,9,930,H3311,5.65,246.52173913043475
S3,D3,9,2,980,H3287,5.2,258.2608695652174
S3,D3,9,3,990,H2969,4.9,266.0869565217391
S3,D3,9,9,1050,H3209,4.9,266.0869565217391
S3,D3,10,2,1100,H3275,5.35,254.3478260869565
S3,D3,10,4,1120,H3185,6.1,234.78260869565216
S3,D3,10,6,1140,H3305,4.45,277.82608695652175
S3,D3,11,4,1240,H2573,6.55,223.04347826086956
S3,D3,11,6,1260,H3113,6.1,234.78260869565216
S3,D3,11,8,1280,H2981,5.35,254.3478260869565
S3,D3,11,10,1300,H2657,4.75,270.0
S3,D4,1,1,10,H3503,5.65,246.52173913043475
S3,D4,1,2,20,H3389,5.35,254.3478260869565
S3,D4,1,3,30,H3479,5.35,254.3478260869565
S3,D4,1,4,40,H3413,4.9,266.0869565217391
S3,D4,1,5,50,H3407,5.2,258.2608695652174
S3,D4,1,6,60,H2969,4.9,266.0869565217391
S3,D4,1,8,80,H3389,5.35,254.3478260869565
S3,D4,1,10,100,H2765,5.35,254.3478260869565
S3,D4,2,1,130,H2567,5.35,254.3478260869565
S3,D4,2,2,140,H2789,5.2,258.2608695652174
S3,D4,2,3,150,H3317,5.65,246.52173913043475
S3,D4,2,4,160,H2975,5.65,246.52173913043475
S3,D4,2,5,170,H3311,5.65,246.52173913043475
S3,D4,2,6,180,H2867,5.35,254.3478260869565
S3,D4,2,7,190,H3299,4.9,266.0869565217391
S3,D4,2,8,200,H2465,5.8,242.6086956521739
S3,D4,2,9,210,H3311,5.65,246.52173913043475
S3,D4,2,11,230,H3173,5.35,254.3478260869565
S3,D4,3,1,250,H3269,4.9,266.0869565217391
S3,D4,3,3,270,H2993,4.75,270.0
S3,D4,3,4,280,H2777,4.3,281.7391304347826
S3,D4,3,8,320,H3083,4.9,266.0869565217391
S3,D4,3,10,340,H3413,4.9,266.0869565217391
S3,D4,4,2,380,H3071,4.9,266.0869565217391
S3,D4,4,4,400,H3299,4.9,266.0869565217391
S3,D4,4,6,420,H2393,4.0,289.5652173913043
S3,D4,4,8,440,H2891,5.2,258.2608695652174
S3,D4,4,10,460,H3077,4.9,266.0869565217391
S3,D4,5,1,490,H2597,4.45,277.82608695652175
S3,D4,5,2,500,H3485,4.9,266.0869565217391
S3,D4,5,4,520,H2975,5.65,246.52173913043475
S3,D4,5,6,540,H3497,5.35,254.3478260869565
S3,D4,5,8,560,H3281,5.35,254.3478260869565
S3,D4,6,2,620,H2399,3.85,293.47826086956525
S3,D4,6,6,660,H3065,5.35,254.3478260869565
S3,D4,6,7,670,H3503,5.65,246.52173913043475
S3,D4,6,8,680,H2669,5.8,242.6086956521739
S3,D4,6,10,700,H2909,4.9,266.0869565217391
S3,D4,7,1,730,H3095,4.0,289.5652173913043
S3,D4,7,2,740,H3317,5.65,246.52173913043475
S3,D4,7,10,820,H2393,4.0,289.5652173913043
S3,D4,8,2,860,H3407,5.2,258.2608695652174
S3,D4,9,2,980,H3413,4.9,266.0869565217391
S3,D4,9,4,1000,H2273,5.35,254.3478260869565
S3,D4,9,8,1040,H2987,4.9,266.0869565217391
S3,D4,10,2,1100,H2867,5.35,254.3478260869565
S3,D4,10,6,1140,H2501,3.4,305.2173913043478
S3,D4,10,10,1180,H2495,4.0,289.5652173913043
S3,D5,1,1,10,H3065,5.35,254.3478260869565
S3,D5,1,2,20,H3065,5.35,254.3478260869565
S3,D5,1,3,30,H2375,5.35,254.3478260869565
S3,D5,1,4,40,H3473,4.9,266.0869565217391
S3,D5,1,5,50,H3005,4.9,266.0869565217391
S3,D5,1,6,60,H2771,4.3,281.7391304347826
S3,D5,1,8,80,H2381,4.9,266.0869565217391
S3,D5,1,10,100,H2375,5.35,254.3478260869565
S3,D5,2,1,130,H3287,5.2,258.2608695652174
S3,D5,2,2,140,H3107,4.9,266.0869565217391
S3,D5,2,3,150,H3395,5.65,246.52173913043475
S3,D5,2,4,160,H3497,5.35,254.3478260869565
S3,D5,2,5,170,H3269,4.9,266.0869565217391
S3,D5,2,6,180,H2279,5.35,254.3478260869565
S3,D5,2,7,190,H3377,4.9,266.0869565217391
S3,D5,2,8,200,H2975,5.65,246.52173913043475
S3,D5,2,10,220,H3503,5.65,246.52173913043475
S3,D5,3,1,250,H3005,4.9,266.0869565217391
S3,D5,3,6,300,H2375,5.35,254.3478260869565
S3,D5,3,8,320,H2495,4.0,289.5652173913043
S3,D5,3,10,340,H2081,4.0,289.5652173913043
S3,D5,4,4,400,H2987,4.9,266.0869565217391
S3,D5,4,6,420,H3101,2.95,316.95652173913044
S3,D5,4,8,440,H3005,4.9,266.0869565217391
S3,D5,5,2,500,H2903,2.95,316.95652173913044
S3,D5,5,4,520,H3395,5.65,246.52173913043475
S3,D5,5,6,540,H3197,4.0,289.5652173913043
S3,D5,5,8,560,H3491,5.35,254.3478260869565
S3,D5,5,10,580,H3209,4.9,266.0869565217391
S3,D5,6,2,620,H2501,3.4,305.2173913043478
S3,D5,6,4,640,H2867,5.35,254.3478260869565
S3,D5,6,6,660,H2891,5.2,258.2608695652174
S3,D5,6,7,670,H3317,5.65,246.52173913043475
S3,D5,6,8,680,H3389,5.35,254.3478260869565
S3,D5,6,10,700,H2879,3.85,293.47826086956525
S3,D5,7,2,740,H2375,5.35,254.3478260869565
S3,D5,7,8,800,H2783,5.8,242.6086956521739
S3,D5,8,3,870,H3077,4.9,266.0869565217391
S3,D5,8,6,900,H2777,4.3,281.7391304347826
S3,D5,8,8,920,H3191,4.9,266.0869565217391
S3,D5,9,2,980,H2897,4.9,266.0869565217391
S3,D5,10,4,1120,H3287,5.2,258.2608695652174
S3,D5,10,10,1180,H2603,2.95,316.95652173913044
S3,D6,1,1,10,H2765,5.35,254.3478260869565
S3,D6,1,2,20,H3179,5.35,254.3478260869565
S3,D6,1,3,30,H3383,5.35,254.3478260869565
S3,D6,1,4,40,H2909,4.9,266.0869565217391
S3,D6,1,5,50,H3473,4.9,266.0869565217391
S3,D6,1,6,60,H2705,2.95,316.95652173913044
S3,D6,1,8,80,H2909,4.9,266.0869565217391
S3,D6,1,10,100,H3377,4.9,266.0869565217391
S3,D6,2,1,130,H2657,4.75,270.0
S3,D6,2,2,140,H3083,4.9,266.0869565217391
S3,D6,2,3,150,H3479,5.35,254.3478260869565
S3,D6,2,4,160,H3305,4.45,277.82608695652175
S3,D6,2,5,170,H3107,4.9,266.0869565217391
S3,D6,2,6,180,H2369,5.35,254.3478260869565
S3,D6,2,7,190,H3473,4.9,266.0869565217391
S3,D6,2,8,200,H3317,5.65,246.52173913043475
S3,D6,2,9,210,H3317,5.65,246.52173913043475
S3,D6,2,11,230,H3287,5.2,258.2608695652174
S3,D6,3,3,270,H2657,4.75,270.0
S3,D6,3,6,300,H2567,5.35,254.3478260869565
S3,D6,3,8,320,H2477,3.4,305.2173913043478
S3,D6,3,10,340,H3215,2.95,316.95652173913044
S3,D6,4,4,400,H2585,2.5,328.695652173913
S3,D6,4,8,440,H2993,4.75,270.0
S3,D6,5,2,500,H2681,2.5,328.695652173913
S3,D6,5,6,540,H2699,3.4,305.2173913043478
S3,D6,5,8,560,H2987,4.9,266.0869565217391
S3,D6,5,10,580,H3419,4.45,277.82608695652175
S3,D6,6,2,620,H2903,2.95,316.95652173913044
S3,D6,6,6,660,H2789,5.2,258.2608695652174
S3,D6,6,8,680,H2807,4.9,266.0869565217391
S3,D6,7,2,740,H2987,4.9,266.0869565217391
S3,D6,7,4,760,H3197,4.0,289.5652173913043
S3,D6,7,6,780,H2285,3.4,305.2173913043478
S3,D6,7,8,800,H3521,4.0,289.5652173913043
S3,D6,8,2,860,H3293,3.4,305.2173913043478
S3,D6,8,4,880,H2693,2.95,316.95652173913044
S3,D6,9,2,980,H2987,4.9,266.0869565217391
S3,D6,9,4,1000,H2393,4.0,289.5652173913043
S3,D6,9,6,1020,H3101,2.95,316.95652173913044
S3,D6,9,8,1040,H3269,4.9,266.0869565217391
S3,D6,10,2,1100,H3479,5.35,254.3478260869565
S3,D6,10,4,1120,H2861,4.15,285.6521739130435
S3,D7,1,1,10,H3011,5.35,254.3478260869565
S3,D7,1,2,20,H3281,5.35,254.3478260869565
S3,D7,1,3,30,H2381,4.9,266.0869565217391
S3,D7,1,4,40,H3005,4.9,266.0869565217391
S3,D7,1,5,50,H3083,4.9,266.0869565217391
S3,D7,2,1,130,H3305,4.45,277.82608695652175
S3,D7,2,2,140,H3509,4.45,277.82608695652175
S3,D7,2,3,150,H3275,5.35,254.3478260869565
S3,D7,2,4,160,H2597,4.45,277.82608695652175
S3,D7,2,6,180,H3515,4.45,277.82608695652175
S3,D7,2,8,200,H3491,5.35,254.3478260869565
S3,D7,2,9,210,H3383,5.35,254.3478260869565
S3,D7,3,6,300,H3491,5.35,254.3478260869565
S3,D7,3,8,320,H3293,3.4,305.2173913043478
S3,D7,3,10,340,H2885,2.5,328.695652173913
S3,D7,5,8,560,H2195,3.4,305.2173913043478
S3,D7,6,2,620,H2687,2.95,316.95652173913044
S3,D7,6,4,640,H3383,5.35,254.3478260869565
S3,D7,6,6,660,H3401,4.45,277.82608695652175
S3,D7,6,8,680,H2801,2.5,328.695652173913
S3,D7,7,2,740,H3203,4.0,289.5652173913043
S3,D7,7,4,760,H2801,2.5,328.695652173913
S3,D7,7,6,780,H2459,3.4,305.2173913043478
S3,D7,8,6,900,H3215,2.95,316.95652173913044
S3,D7,8,8,920,H3515,4.45,277.82608695652175
S3,D7,8,10,940,H3485,4.9,266.0869565217391
S3,D7,9,2,980,H2807,4.9,266.0869565217391
S3,D7,9,4,1000,H3197,4.0,289.5652173913043
S3,D7,9,9,1050,H2969,4.9,266.0869565217391
S3,D8,1,1,10,H2567,5.35,254.3478260869565
S3,D8,1,2,20,H2891,5.2,258.2608695652174
S3,D8,1,3,30,H2663,4.9,266.0869565217391
S3,D8,1,4,40,H3071,4.9,266.0869565217391
S3,D8,1,5,50,H2993,4.75,270.0
S3,D8,2,1,130,H2597,4.45,277.82608695652175
S3,D8,2,2,140,H3419,4.45,277.82608695652175
S3,D8,2,3,150,H3191,4.9,266.0869565217391
S3,D8,2,6,180,H3521,4.0,289.5652173913043
S3,D8,2,8,200,H3065,5.35,254.3478260869565
S3,D8,5,4,520,H2861,4.15,285.6521739130435
S3,D8,6,4,640,H3191,4.9,266.0869565217391
S3,D9,1,1,10,H2981,5.35,254.3478260869565
S3,D9,1,2,20,H3407,5.2,258.2608695652174
S3,D9,1,3,30,H2387,4.9,266.0869565217391
S3,D9,1,4,40,H3077,4.9,266.0869565217391
S3,D9,2,1,130,H3401,4.45,277.82608695652175
S3,D9,2,2,140,H2591,2.95,316.95652173913044
S3,D9,2,3,150,H3515,4.45,277.82608695652175
S3,D9,2,8,200,H3413,4.9,266.0869565217391
S3,D9,2,10,220,H3479,5.35,254.3478260869565
S3,D9,7,6,780,H2297,2.95,316.95652173913044
S3,D10,1,1,10,H2369,5.35,254.3478260869565
S3,D10,1,2,20,H3269,4.9,266.0869565217391
S3,D10,1,3,30,H2807,4.9,266.0869565217391
S3,D10,1,4,40,H2795,2.5,328.695652173913
S3,D10,2,1,130,H2561,4.45,277.82608695652175
S3,D10,2,2,140,H2297,2.95,316.95652173913044
S3,D10,2,8,200,H3485,4.9,266.0869565217391
S3,D10,3,6,300,H2387,4.9,266.0869565217391
S3,D10,7,2,740,H2477,3.4,305.2173913043478
S3,D10,7,6,780,H2999,2.5,328.695652173913
S3,D10,11,10,1300,H2897,4.9,266.0869565217391
